지점,지점명,일시,기온(°C),습도(%),증기압(hPa),이슬점온도(°C),일조(hr),적설(cm),지면상태(지면상태코드),지면온도(°C)
95,철원,2023-01-15 12:00,-0.1,93,5.6,-1.1,0,1.1,,0
95,철원,2023-01-15 13:00,-0.4,96,5.7,-0.9,0,1.2,,0
95,철원,2023-01-15 14:00,-0.2,95,5.7,-0.9,0,1.2,,0.1
95,철원,2023-01-15 15:00,-0.3,98,5.9,-0.5,0,1.2,,0
95,철원,2023-01-15 16:00,-0.7,98,5.7,-0.9,0,1,,0
95,철원,2023-01-15 17:00,-1.5,98,5.4,-1.7,0,0.6,,0
95,철원,2023-01-15 18:00,-1.4,96,5.3,-1.9,0,0.6,,0
95,철원,2023-01-15 19:00,-2.1,98,5.2,-2.3,,0.6,,0
95,철원,2023-01-15 20:00,-2.3,98,5.1,-2.5,,0.6,,0
95,철원,2023-01-15 21:00,-2.9,97,4.8,-3.3,,0.6,,0
95,철원,2023-01-15 22:00,-3.5,96,4.5,-4,,0.6,,0
95,철원,2023-01-15 23:00,-3.8,94,4.3,-4.6,,0.8,,0
95,철원,2023-01-16 0:00,-4,92,4.2,-5.1,,0.8,,0
95,철원,2023-01-16 1:00,-4.3,90,4,-5.6,,0.8,,0
95,철원,2023-01-16 2:00,-4.6,87,3.8,-6.4,,0.8,,0
95,철원,2023-01-16 3:00,-5,90,3.8,-6.3,,0.8,,0
95,철원,2023-01-16 4:00,-5.3,88,3.6,-6.9,,0.8,,-0.1
95,철원,2023-01-16 5:00,-5.4,90,3.7,-6.7,,0.8,,-0.1
95,철원,2023-01-16 6:00,-5.5,88,3.6,-7.1,,1,,-0.1
95,철원,2023-01-16 7:00,-5.6,87,3.5,-7.4,,0.8,,-0.2
95,철원,2023-01-16 8:00,-6,82,3.2,-8.5,0,0.8,,-0.3
95,철원,2023-01-16 9:00,-6.5,85,3.2,-8.6,0,0.8,,-0.2
95,철원,2023-01-16 10:00,-6.9,85,3.1,-9,0.3,0.8,,-0.4
95,철원,2023-01-16 11:00,-5.7,73,2.9,-9.7,1,0.8,,-0.1
95,철원,2023-01-16 12:00,-5.4,68,2.8,-10.3,0.9,0.8,,0
95,철원,2023-01-16 13:00,-4.1,65,2.9,-9.7,1,0.6,,0
95,철원,2023-01-16 14:00,-3.8,64,3,-9.6,1,0.4,,0
95,철원,2023-01-16 15:00,-4.1,56,2.5,-11.5,1,0.4,,0.1
95,철원,2023-01-16 16:00,-3.8,57,2.6,-11,1,0.4,,0.1
95,철원,2023-01-16 17:00,-4.6,61,2.7,-10.9,0.8,0.4,,0
95,철원,2023-01-16 18:00,-5.7,62,2.5,-11.8,0,0.4,,0
95,철원,2023-01-16 19:00,-7.6,86,3,-9.5,,0.4,,-0.3
95,철원,2023-01-16 20:00,-8.6,90,2.9,-9.9,,0.4,,-0.7
95,철원,2023-01-16 21:00,-9.2,92,2.8,-10.2,,0.4,,-1
95,철원,2023-01-16 22:00,-9.4,94,2.8,-10.1,,0.4,,-1.3
95,철원,2023-01-16 23:00,-10.1,90,2.6,-11.4,,0.4,,-1.5
95,철원,2023-01-17 0:00,-10.3,93,2.6,-11.2,,0.4,,-1.7
95,철원,2023-01-17 1:00,-11.3,94,2.4,-12,,0.4,,-1.9
95,철원,2023-01-17 2:00,-11.4,93,2.4,-12.3,,0.4,,-1.9
95,철원,2023-01-17 3:00,-11.3,92,2.4,-12.3,,0.4,,-2
95,철원,2023-01-17 4:00,-11.5,92,2.3,-12.5,,0.4,,-2
95,철원,2023-01-17 5:00,-11.5,92,2.3,-12.5,,0.4,,-1.9
95,철원,2023-01-17 6:00,-11.7,92,2.3,-12.7,,0.4,,-2.1
95,철원,2023-01-17 7:00,-11.5,92,2.3,-12.5,,0.4,,-2
95,철원,2023-01-17 8:00,-11.4,92,2.4,-12.4,0,0.4,,-2
95,철원,2023-01-17 9:00,-10.8,91,2.5,-11.9,0,0.4,,-1.8
95,철원,2023-01-17 10:00,-9,87,2.7,-10.7,0.6,0.5,,-1
95,철원,2023-01-17 11:00,-7.5,73,2.5,-11.5,0.3,0.5,,-0.5
95,철원,2023-01-17 12:00,-6.5,70,2.6,-11,0,0.5,,-0.3
95,철원,2023-01-17 13:00,-5.2,71,3,-9.6,0.9,0.5,,-0.2
95,철원,2023-01-17 14:00,-3.8,66,3,-9.2,0.9,0.5,,-0.1
95,철원,2023-01-17 15:00,-3.7,68,3.2,-8.7,0,0.3,,-0.1
95,철원,2023-01-17 16:00,-3.6,65,3,-9.2,0,,,-0.2
95,철원,2023-01-17 17:00,-4,70,3.2,-8.6,0,,,-0.4
95,철원,2023-01-17 18:00,-4.7,79,3.4,-7.7,0,,,-0.6
95,철원,2023-01-17 19:00,-4.9,85,3.6,-7,,,,-0.7
95,철원,2023-01-17 20:00,-5.3,89,3.7,-6.8,,,,-0.9
95,철원,2023-01-17 21:00,-5.1,87,3.6,-6.9,,,,-1
95,철원,2023-01-17 22:00,-6,91,3.6,-7.2,,,,-1.3
95,철원,2023-01-17 23:00,-6.9,94,3.4,-7.7,,0.3,,-1.6
95,철원,2023-01-18 0:00,-6.5,95,3.6,-7.1,,0.2,,-1.2
95,철원,2023-01-18 1:00,-6.7,95,3.5,-7.3,,0.2,,-1.4
95,철원,2023-01-18 2:00,-6.1,94,3.6,-6.9,,0.2,,-1.2
95,철원,2023-01-18 3:00,-7.7,96,3.3,-8.2,,0.2,,-1.7
95,철원,2023-01-18 4:00,-8.3,96,3.1,-8.8,,0.3,,-2.1
95,철원,2023-01-18 5:00,-8.4,96,3.1,-8.9,,0.4,,-2
95,철원,2023-01-18 6:00,-8.7,95,3,-9.3,,0.4,,-2
95,철원,2023-01-18 7:00,-9.2,95,2.9,-9.8,,0.3,,-2.4
95,철원,2023-01-18 8:00,-10.3,95,2.7,-10.9,0,0.4,,-2.6
95,철원,2023-01-18 9:00,-9.1,94,2.9,-9.8,0,0.3,,-2
95,철원,2023-01-18 10:00,-7.9,94,3.2,-8.7,0.2,0.5,,-1.3
95,철원,2023-01-18 11:00,-5.4,91,3.7,-6.6,0.7,0.4,,-0.6
95,철원,2023-01-18 12:00,-3.1,79,3.8,-6.2,1,0.3,,-0.1
95,철원,2023-01-18 13:00,-1.5,69,3.8,-6.4,1,,,0
95,철원,2023-01-18 14:00,-1.2,57,3.2,-8.6,1,,,0
95,철원,2023-01-18 15:00,-0.8,44,2.5,-11.5,1,,,0.1
95,철원,2023-01-18 16:00,-0.5,36,2.1,-13.7,1,,,0.1
95,철원,2023-01-18 17:00,-1.4,50,2.8,-10.5,0.8,,,0
95,철원,2023-01-18 18:00,-3.2,60,2.9,-9.8,0,,,0
95,철원,2023-01-18 19:00,-4.5,73,3.2,-8.6,,,,-0.1
95,철원,2023-01-18 20:00,-5.4,74,3,-9.3,,,,-0.6
95,철원,2023-01-18 21:00,-7.1,83,3,-9.5,,,,-1
95,철원,2023-01-18 22:00,-8,87,2.9,-9.7,,,,-1.4
95,철원,2023-01-18 23:00,-8.9,87,2.7,-10.6,,,,-2
95,철원,2023-01-19 0:00,-9.9,93,2.7,-10.8,,,,-2.6
95,철원,2023-01-19 1:00,-10.1,91,2.6,-11.2,,,,-3
95,철원,2023-01-19 2:00,-11,93,2.5,-11.9,,,,-3.2
95,철원,2023-01-19 3:00,-11.3,94,2.4,-12,,,,-3.4
95,철원,2023-01-19 4:00,-11.4,93,2.4,-12.3,,,,-3.5
95,철원,2023-01-19 5:00,-11.4,93,2.4,-12.3,,,,-3.5
95,철원,2023-01-19 6:00,-11.3,92,2.4,-12.3,,,,-3.5
95,철원,2023-01-19 7:00,-11.4,91,2.3,-12.5,,,,-3.6
95,철원,2023-01-19 8:00,-11.5,93,2.4,-12.4,0,,,-3.5
95,철원,2023-01-19 9:00,-10.6,92,2.5,-11.6,0,,,-3
98,동두천,2023-01-01 0:00,-1.8,83,4.4,-4.3,,3.7,,-0.9
98,동두천,2023-01-01 1:00,-2.2,84,4.4,-4.5,,3.7,,-1
98,동두천,2023-01-01 2:00,-2.7,87,4.4,-4.5,,3.9,,-1.2
98,동두천,2023-01-01 3:00,-3.1,90,4.4,-4.5,,3.9,,-1.3
98,동두천,2023-01-01 4:00,-3.8,90,4.2,-5.2,,3.9,,-1.5
98,동두천,2023-01-01 5:00,-4.1,90,4.1,-5.5,,3.9,,-1.8
98,동두천,2023-01-01 6:00,-5.2,92,3.8,-6.3,,3.9,,-2
98,동두천,2023-01-01 7:00,-6,93,3.6,-6.9,,3.8,,-2.3
98,동두천,2023-01-01 8:00,-6,92,3.6,-7,0,3.9,,-2.5
98,동두천,2023-01-01 9:00,-5.8,89,3.5,-7.3,0.4,3.7,,-2.5
98,동두천,2023-01-01 10:00,-3.2,79,3.8,-6.3,1,4,,-1.8
98,동두천,2023-01-01 11:00,-0.2,52,3.1,-8.8,1,4,,-1
98,동두천,2023-01-01 12:00,1.5,40,2.7,-10.6,1,4,,-0.5
98,동두천,2023-01-01 13:00,3.2,36,2.8,-10.4,1,4,,-0.4
98,동두천,2023-01-01 14:00,3.1,33,2.5,-11.6,1,3.9,,-0.3
98,동두천,2023-01-01 15:00,3.3,23,1.8,-15.9,1,3.7,,-0.2
98,동두천,2023-01-01 16:00,1.9,26,1.8,-15.6,1,3.7,,-0.2
98,동두천,2023-01-01 17:00,-0.3,27,1.6,-17,1,3.2,,-0.2
98,동두천,2023-01-01 18:00,-1.7,25,1.4,-19.1,0.1,3,,-0.2
98,동두천,2023-01-01 19:00,-2.3,29,1.5,-17.9,,3,,-0.4
98,동두천,2023-01-01 20:00,-3.3,35,1.7,-16.6,,3,,-0.7
98,동두천,2023-01-01 21:00,-3.8,39,1.8,-15.7,,3,,-1.2
98,동두천,2023-01-01 22:00,-4.2,37,1.7,-16.7,,3,,-1.5
98,동두천,2023-01-01 23:00,-5.1,41,1.7,-16.3,,3,,-1.9
98,동두천,2023-01-02 0:00,-5.9,46,1.8,-15.6,,3,,-2.4
98,동두천,2023-01-02 1:00,-6.2,46,1.8,-15.9,,3,,-2.8
98,동두천,2023-01-02 2:00,-7.4,52,1.8,-15.5,,3,,-3
98,동두천,2023-01-02 3:00,-7.9,54,1.8,-15.6,,3,,-3.3
98,동두천,2023-01-02 4:00,-8.5,56,1.8,-15.7,,3,,-3.5
98,동두천,2023-01-02 5:00,-9.8,66,1.9,-14.9,,3,,-3.8
98,동두천,2023-01-02 6:00,-10.5,69,1.9,-15,,3,,-4
98,동두천,2023-01-02 7:00,-11.2,72,1.9,-15.2,,3,,-4.1
98,동두천,2023-01-02 8:00,-11.5,72,1.8,-15.5,0,3,,-4.2
98,동두천,2023-01-02 9:00,-9.9,66,1.9,-15,0.4,3,,-4.1
98,동두천,2023-01-02 10:00,-6.3,50,1.9,-15,1,3.2,,-3
98,동두천,2023-01-02 11:00,-4.7,38,1.6,-16.8,1,3.5,,-1.8
98,동두천,2023-01-02 12:00,-4,34,1.6,-17.5,1,3.5,,-0.9
98,동두천,2023-01-02 13:00,-2.7,36,1.8,-15.7,1,3.7,,-0.4
98,동두천,2023-01-02 14:00,-1.4,30,1.7,-16.7,1,3.9,,-0.3
98,동두천,2023-01-02 15:00,-1.3,30,1.7,-16.6,1,3.9,,-0.2
98,동두천,2023-01-02 16:00,-0.8,29,1.7,-16.6,1,3.5,,-0.2
98,동두천,2023-01-02 17:00,-2.4,32,1.6,-16.8,1,3.2,,-0.3
98,동두천,2023-01-02 18:00,-4,37,1.7,-16.5,0.2,2.8,,-0.7
98,동두천,2023-01-02 19:00,-4.7,42,1.8,-15.7,,3,,-1.3
98,동두천,2023-01-02 20:00,-5.6,48,1.9,-14.9,,3,,-2
98,동두천,2023-01-02 21:00,-7.2,56,2,-14.5,,3,,-2.5
98,동두천,2023-01-02 22:00,-8.3,60,2,-14.7,,3,,-3
98,동두천,2023-01-02 23:00,-9.2,65,2,-14.6,,3,,-3.3
98,동두천,2023-01-03 0:00,-10,71,2,-14.2,,3,,-3.8
98,동두천,2023-01-03 1:00,-10.6,71,1.9,-14.8,,3,,-4
98,동두천,2023-01-03 2:00,-11.2,70,1.8,-15.5,,3,,-4.1
98,동두천,2023-01-03 3:00,-11.7,73,1.8,-15.6,,3,,-4.5
98,동두천,2023-01-03 4:00,-12,81,2,-14.6,,3,,-4.6
98,동두천,2023-01-03 5:00,-12.5,78,1.8,-15.5,,,,-4.6
98,동두천,2023-01-03 6:00,-12.9,78,1.8,-15.9,,3,,-4.9
98,동두천,2023-01-03 7:00,-13.4,84,1.8,-15.5,,3,,-5
98,동두천,2023-01-03 8:00,-13.5,84,1.8,-15.6,0,3,,-5.1
98,동두천,2023-01-03 9:00,-11.6,78,2,-14.7,0.4,3,,-5
98,동두천,2023-01-03 10:00,-8.7,68,2.2,-13.5,1,3,,-3.8
98,동두천,2023-01-03 11:00,-5.7,54,2.2,-13.5,1,3.2,,-2.3
98,동두천,2023-01-03 12:00,-3.6,33,1.6,-17.5,1,3.5,,-1.2
98,동두천,2023-01-03 13:00,-1.7,33,1.8,-15.9,1,3.7,,-0.5
98,동두천,2023-01-03 14:00,-1.3,29,1.6,-17.1,1,3.7,,-0.3
98,동두천,2023-01-03 15:00,-0.8,31,1.8,-15.8,1,3.7,,-0.2
98,동두천,2023-01-03 16:00,-0.9,31,1.8,-15.9,1,3.7,,-0.2
98,동두천,2023-01-03 17:00,-2.2,30,1.6,-17.4,1,3.2,,-0.4
98,동두천,2023-01-03 18:00,-3.5,31,1.5,-18.2,0.2,2.8,,-1
98,동두천,2023-01-03 19:00,-4.2,41,1.8,-15.5,,2.9,,-1.9
98,동두천,2023-01-03 20:00,-5.5,49,2,-14.5,,2.9,,-2.6
98,동두천,2023-01-03 21:00,-7.2,54,1.9,-14.9,,2.9,,-3.1
98,동두천,2023-01-03 22:00,-7.7,56,1.9,-14.9,,2.9,,-3.5
98,동두천,2023-01-03 23:00,-8.1,56,1.9,-15.3,,2.9,,-3.8
98,동두천,2023-01-04 0:00,-9.4,60,1.8,-15.7,,2.9,,-4
98,동두천,2023-01-04 1:00,-9.7,64,1.9,-15.2,,2.9,,-4.2
98,동두천,2023-01-04 2:00,-10.2,68,1.9,-14.9,,2.9,,-4.4
98,동두천,2023-01-04 3:00,-10.2,68,1.9,-14.9,,2.9,,-4.5
98,동두천,2023-01-04 4:00,-9.9,71,2.1,-14.1,,2.9,,-4.3
98,동두천,2023-01-04 5:00,-9.4,70,2.1,-13.8,,3,,-3.6
98,동두천,2023-01-04 6:00,-9.9,73,2.1,-13.8,,2.9,,-4
98,동두천,2023-01-04 7:00,-10.7,79,2.1,-13.6,,2.9,,-4.5
98,동두천,2023-01-04 8:00,-11.2,82,2.1,-13.6,0,2.9,,-4.7
98,동두천,2023-01-04 9:00,-9.7,78,2.3,-12.8,0.4,2.9,,-4.6
98,동두천,2023-01-04 10:00,-6.7,70,2.6,-11.2,1,3.2,,-3.3
98,동두천,2023-01-04 11:00,-3.8,54,2.5,-11.7,1,3,,-1.9
98,동두천,2023-01-04 12:00,-0.8,40,2.3,-12.7,1,3,,-0.9
98,동두천,2023-01-04 13:00,1.3,33,2.2,-13.2,1,3,,-0.4
98,동두천,2023-01-04 14:00,1.6,27,1.8,-15.4,1,3,,0
98,동두천,2023-01-04 15:00,2,25,1.8,-16,1,2.8,,0
98,동두천,2023-01-04 16:00,2,26,1.8,-15.5,1,2.7,,0
98,동두천,2023-01-04 17:00,0.5,28,1.8,-15.9,1,2.5,,0
98,동두천,2023-01-04 18:00,-1,36,2,-14.2,0.1,2.2,,-0.2
98,동두천,2023-01-04 19:00,-2.3,45,2.3,-12.6,,2.2,,-0.5
98,동두천,2023-01-04 20:00,-4,53,2.4,-12.1,,2.2,,-1
98,동두천,2023-01-04 21:00,-4.6,53,2.3,-12.7,,2.2,,-1.8
98,동두천,2023-01-04 22:00,-5.6,59,2.4,-12.3,,2.2,,-2.3
98,동두천,2023-01-04 23:00,-6.5,64,2.4,-12.1,,2.2,,-2.8
98,동두천,2023-01-05 0:00,-5.9,67,2.6,-11,,2.2,,-3.1
98,동두천,2023-01-05 1:00,-7.8,70,2.4,-12.3,,2.2,,-3.5
98,동두천,2023-01-05 2:00,-8.2,77,2.5,-11.5,,2.2,,-3.8
98,동두천,2023-01-05 3:00,-8.7,78,2.5,-11.8,,2.2,,-4
98,동두천,2023-01-05 4:00,-9.2,83,2.5,-11.5,,2.2,,-4.1
98,동두천,2023-01-05 5:00,-9.9,83,2.4,-12.2,,2.2,,-4.4
98,동두천,2023-01-05 6:00,-10.4,81,2.3,-13,,2.2,,-4.5
98,동두천,2023-01-05 7:00,-10.6,84,2.3,-12.7,,2.2,,-4.6
98,동두천,2023-01-05 8:00,-10.7,84,2.3,-12.8,0,2.2,,-4.9
98,동두천,2023-01-05 9:00,-9.4,82,2.5,-11.9,0.3,2.5,,-4.6
98,동두천,2023-01-05 10:00,-6.5,72,2.7,-10.7,1,2.4,,-3.2
98,동두천,2023-01-05 11:00,-3.3,58,2.8,-10.4,1,2.5,,-1.6
98,동두천,2023-01-05 12:00,-0.3,48,2.9,-10,1,2.4,,-0.5
98,동두천,2023-01-05 13:00,2.1,26,1.8,-15.4,1,2.2,,-0.3
98,동두천,2023-01-05 14:00,2.2,24,1.7,-16.3,1,2,,-0.2
98,동두천,2023-01-05 15:00,2.9,25,1.9,-15.2,1,2,,-0.2
98,동두천,2023-01-05 16:00,2.7,31,2.3,-12.7,1,2,,-0.2
98,동두천,2023-01-05 17:00,1.7,29,2,-14.4,1,1.7,,-0.2
98,동두천,2023-01-05 18:00,-0.4,37,2.2,-13.3,0,1.5,,-0.3
98,동두천,2023-01-05 19:00,-1.3,41,2.3,-12.8,,1.5,,-0.5
98,동두천,2023-01-05 20:00,-2.8,52,2.6,-11.3,,1.5,,-0.9
98,동두천,2023-01-05 21:00,-3.6,57,2.7,-10.9,,1.6,,-1.4
98,동두천,2023-01-05 22:00,-4.5,62,2.7,-10.6,,1.6,,-1.9
98,동두천,2023-01-05 23:00,-4.8,66,2.8,-10.1,,1.7,,-2.3
98,동두천,2023-01-06 0:00,-5.5,70,2.8,-10.1,,1.7,,-2.8
98,동두천,2023-01-06 1:00,-6.1,74,2.9,-9.9,,1.7,,-3
98,동두천,2023-01-06 2:00,-6.1,74,2.9,-9.9,,1.7,,-3.3
98,동두천,2023-01-06 3:00,-7,80,2.9,-9.8,,1.7,,-3.5
98,동두천,2023-01-06 4:00,-7.5,83,2.9,-9.8,,1.7,,-3.8
98,동두천,2023-01-06 5:00,-7.6,84,2.9,-9.8,,1.7,,-3.8
98,동두천,2023-01-06 6:00,-7.4,84,3,-9.6,,1.7,,-3.5
98,동두천,2023-01-06 7:00,-8,87,2.9,-9.7,,1.7,,-4
98,동두천,2023-01-06 8:00,-8.4,88,2.9,-10,0,1.7,,-4.2
98,동두천,2023-01-06 9:00,-6.5,82,3.1,-9,0.3,1.7,,-3.8
98,동두천,2023-01-06 10:00,-4.3,75,3.3,-8,1,1.7,,-2.3
98,동두천,2023-01-06 11:00,-0.7,64,3.7,-6.6,1,1.7,,-0.9
98,동두천,2023-01-06 12:00,2.8,55,4.1,-5.3,0.2,1.5,,-0.4
98,동두천,2023-01-06 13:00,3.3,51,4,-5.8,0.8,1.5,,-0.2
98,동두천,2023-01-06 14:00,4.8,50,4.3,-4.7,1,1.5,,0
98,동두천,2023-01-06 15:00,4.2,49,4.1,-5.5,1,1.2,,0.2
98,동두천,2023-01-06 16:00,3.2,54,4.2,-5.2,0.2,0.8,,0
98,동두천,2023-01-06 17:00,2.7,56,4.2,-5.2,0,0.8,,0
98,동두천,2023-01-06 18:00,2.7,62,4.6,-3.8,0,0.8,,0
98,동두천,2023-01-06 19:00,3,66,5,-2.7,,0.8,,0
98,동두천,2023-01-06 20:00,2.6,76,5.6,-1.2,,0.8,,0
98,동두천,2023-01-06 21:00,1.4,86,5.8,-0.6,,0.8,,0
98,동두천,2023-01-06 22:00,0.5,93,5.9,-0.5,,1.1,,0
98,동두천,2023-01-06 23:00,0.1,94,5.8,-0.7,,3.4,,0
98,동두천,2023-01-07 0:00,0.2,95,5.9,-0.5,,5.8,,-0.1
98,동두천,2023-01-07 1:00,0.1,96,5.9,-0.4,,5.8,,0
98,동두천,2023-01-07 2:00,0.1,96,5.9,-0.4,,5.6,,0
98,동두천,2023-01-07 3:00,0.2,96,6,-0.3,,5.5,,0
98,동두천,2023-01-07 4:00,0.2,96,6,-0.3,,5.5,,0
98,동두천,2023-01-07 5:00,0.2,96,6,-0.3,,5.5,,-0.1
98,동두천,2023-01-07 6:00,0.3,96,6,-0.2,,5.5,,-0.1
98,동두천,2023-01-07 7:00,0.5,97,6.1,0,,5.4,,-0.1
98,동두천,2023-01-07 8:00,0.5,96,6.1,0,0,5.3,,-0.2
98,동두천,2023-01-07 9:00,0.5,96,6.1,0,0,5.1,,-0.2
98,동두천,2023-01-07 10:00,0.5,96,6.1,0,0,5.1,,-0.1
98,동두천,2023-01-07 11:00,0.8,91,5.9,-0.5,0,5,,0
98,동두천,2023-01-07 12:00,1.6,84,5.8,-0.8,0,5,,0
98,동두천,2023-01-07 13:00,1.6,80,5.5,-1.4,0,4.8,,0
98,동두천,2023-01-07 14:00,2,80,5.7,-1,0.1,4.3,,0
98,동두천,2023-01-07 15:00,1.3,82,5.5,-1.4,0,3.7,,0
98,동두천,2023-01-07 16:00,1.7,80,5.6,-1.3,0,3.5,,0
98,동두천,2023-01-07 17:00,1.2,80,5.4,-1.8,0,3.4,,0
98,동두천,2023-01-07 18:00,0.8,78,5,-2.6,0,3.2,,0
98,동두천,2023-01-07 19:00,-0.7,88,5.1,-2.4,,3.2,,0
98,동두천,2023-01-07 20:00,-1.5,92,5,-2.6,,3.1,,-0.2
98,동두천,2023-01-07 21:00,-2.5,94,4.8,-3.3,,2.4,,-0.2
98,동두천,2023-01-07 22:00,-3,94,4.6,-3.8,,2.4,,-0.3
98,동두천,2023-01-07 23:00,-3.8,94,4.3,-4.6,,2.4,,-0.4
98,동두천,2023-01-08 0:00,-4.5,94,4.1,-5.3,,2.4,,-0.5
98,동두천,2023-01-08 1:00,-5,94,4,-5.8,,2.4,,-0.5
98,동두천,2023-01-08 2:00,-6,94,3.7,-6.8,,2.4,,-0.7
98,동두천,2023-01-08 3:00,-6.2,94,3.6,-7,,2.4,,-0.9
98,동두천,2023-01-08 4:00,-6.8,93,3.4,-7.7,,2.4,,-1
98,동두천,2023-01-08 5:00,-6.8,94,3.5,-7.6,,2.4,,-1.2
98,동두천,2023-01-08 6:00,-7.2,93,3.3,-8.1,,2.4,,-1.3
98,동두천,2023-01-08 7:00,-7.7,93,3.2,-8.6,,2.4,,-1.5
98,동두천,2023-01-08 8:00,-8.2,93,3.1,-9.1,0,2.4,,-1.7
98,동두천,2023-01-08 9:00,-7.1,93,3.3,-8,0.3,2.4,,-1.7
98,동두천,2023-01-08 10:00,-5.1,94,3.9,-5.9,1,3.4,,-1.3
98,동두천,2023-01-08 11:00,-2.5,88,4.5,-4.2,1,3.5,,-0.8
98,동두천,2023-01-08 12:00,0.2,78,4.9,-3.1,1,3.5,,-0.5
98,동두천,2023-01-08 13:00,3.2,63,4.9,-3.1,1,3.2,,-0.4
98,동두천,2023-01-08 14:00,3.6,51,4,-5.6,1,3,,-0.3
98,동두천,2023-01-08 15:00,4.4,53,4.4,-4.3,1,2.7,,-0.2
98,동두천,2023-01-08 16:00,3.5,54,4.2,-4.9,0.7,2.2,,-0.2
98,동두천,2023-01-08 17:00,3.2,54,4.2,-5.2,0,2.2,,-0.2
98,동두천,2023-01-08 18:00,1.7,74,5.1,-2.4,0,2.2,,-0.2
98,동두천,2023-01-08 19:00,0.6,81,5.2,-2.2,,2.2,,-0.2
98,동두천,2023-01-08 20:00,0.3,83,5.2,-2.2,,2.2,,-0.2
98,동두천,2023-01-08 21:00,0.5,84,5.4,-1.8,,2.2,,-0.2
98,동두천,2023-01-08 22:00,0.6,83,5.3,-1.9,,2.2,,-0.2
98,동두천,2023-01-08 23:00,0.8,83,5.4,-1.7,,2.2,,-0.2
98,동두천,2023-01-09 0:00,0.7,85,5.5,-1.5,,2.2,,-0.2
98,동두천,2023-01-09 1:00,0.8,84,5.4,-1.6,,2.2,,-0.2
98,동두천,2023-01-09 2:00,1.1,83,5.5,-1.4,,2.2,,-0.2
98,동두천,2023-01-09 3:00,1.3,77,5.2,-2.2,,2,,-0.2
98,동두천,2023-01-09 4:00,0.6,88,5.6,-1.1,,2,,-0.2
98,동두천,2023-01-09 5:00,0.6,89,5.7,-1,,2,,-0.2
98,동두천,2023-01-09 6:00,0.8,82,5.3,-1.9,,2,,-0.2
98,동두천,2023-01-09 7:00,1.6,81,5.6,-1.3,,2,,-0.2
98,동두천,2023-01-09 8:00,0.9,82,5.4,-1.8,0,2,,-0.2
98,동두천,2023-01-09 9:00,1.6,83,5.7,-0.9,0.2,1.8,,-0.2
98,동두천,2023-01-09 10:00,3.1,77,5.9,-0.5,1,1.8,,-0.2
98,동두천,2023-01-09 11:00,4.4,67,5.6,-1.2,1,1.8,,-0.2
98,동두천,2023-01-09 12:00,4.7,61,5.2,-2.1,1,2,,-0.1
98,동두천,2023-01-09 13:00,5.5,52,4.7,-3.5,1,1.6,,0
98,동두천,2023-01-09 14:00,5.5,47,4.2,-4.9,1,1.2,,0
98,동두천,2023-01-09 15:00,5.5,45,4.1,-5.5,1,1.1,,0
98,동두천,2023-01-09 16:00,5,44,3.8,-6.2,1,1,,0
98,동두천,2023-01-09 17:00,2.8,50,3.7,-6.6,1,0.6,,-0.2
98,동두천,2023-01-09 18:00,1.2,55,3.7,-6.8,0.2,0.4,,-0.2
98,동두천,2023-01-09 19:00,0.1,59,3.6,-6.9,,0.4,,-0.2
98,동두천,2023-01-09 20:00,-0.5,57,3.4,-7.9,,0.4,,-0.3
98,동두천,2023-01-09 21:00,-1.1,56,3.2,-8.7,,0.4,,-0.5
98,동두천,2023-01-09 22:00,-1.6,56,3,-9.2,,0.4,,-0.7
98,동두천,2023-01-09 23:00,-1.9,56,3,-9.5,,0.4,,-0.7
98,동두천,2023-01-10 0:00,-2.3,59,3,-9.2,,0.4,,-0.9
98,동두천,2023-01-10 1:00,-3.2,63,3,-9.2,,0.4,,-1.2
98,동두천,2023-01-10 2:00,-3.8,64,3,-9.6,,0.4,,-1.3
98,동두천,2023-01-10 3:00,-5.4,80,3.3,-8.3,,0.4,,-1.5
98,동두천,2023-01-10 4:00,-6.2,84,3.2,-8.4,,0.4,,-1.8
98,동두천,2023-01-10 5:00,-6.3,85,3.2,-8.4,,0.5,,-1.9
98,동두천,2023-01-10 6:00,-7.2,87,3.1,-8.9,,0.5,,-2.3
98,동두천,2023-01-10 7:00,-7.5,89,3.1,-9,,0.5,,-2.5
98,동두천,2023-01-10 8:00,-7.9,90,3,-9.2,0,0.5,,-2.8
98,동두천,2023-01-10 9:00,-7,88,3.2,-8.6,0.3,0.5,,-2.5
98,동두천,2023-01-10 10:00,-4.1,78,3.5,-7.3,1,0.5,,-1.3
98,동두천,2023-01-10 11:00,-0.8,67,3.9,-6.1,1,0.5,,-0.4
98,동두천,2023-01-10 12:00,1.9,55,3.8,-6.2,1,0.8,,0
98,동두천,2023-01-10 13:00,4.4,46,3.8,-6.2,1,0.8,,0.1
98,동두천,2023-01-10 14:00,5.8,36,3.3,-8.1,1,0.8,,2.2
98,동두천,2023-01-10 15:00,6.6,39,3.8,-6.3,1,0.5,,3.2
98,동두천,2023-01-10 16:00,7.2,40,4.1,-5.5,1,0.6,,1.6
98,동두천,2023-01-10 17:00,5.4,45,4,-5.6,1,0.3,,-0.5
98,동두천,2023-01-10 18:00,2.8,56,4.2,-5.1,0,,,-0.2
98,동두천,2023-01-10 19:00,1.2,63,4.2,-5,,,,-0.4
